future,accuracy,roc,f1,precision,recall
F_NQ,0.9913419913419913,0.9926470588235294,0.9925925925925926,1.0,0.9852941176470589
F_NR,0.987012987012987,0.9878048780487805,0.9876543209876543,1.0,0.975609756097561
F_O,1.0,1.0,1.0,1.0,1.0
F_OJ,0.9696969696969697,0.9692982456140351,0.9683257918552036,1.0,0.9385964912280702
F_PA,0.9956709956709957,0.9943820224719101,0.9964912280701755,0.993006993006993,1.0
F_PL,1.0,1.0,1.0,1.0,1.0
F_RB,0.9913419913419913,0.9920634920634921,0.9919999999999999,1.0,0.9841269841269841
F_RU,0.9826839826839827,0.984251968503937,0.9839999999999999,1.0,0.968503937007874
F_S,0.9956709956709957,0.995575221238938,0.9955555555555555,1.0,0.9911504424778761
F_SB,0.961038961038961,0.9579439252336448,0.9560975609756098,1.0,0.9158878504672897
F_SF,1.0,1.0,1.0,1.0,1.0
F_SI,0.9826839826839827,0.9841269841269842,0.9838709677419354,1.0,0.9682539682539683
F_SM,1.0,1.0,1.0,1.0,1.0
F_TU,0.9913419913419913,0.990990990990991,0.9909090909090909,1.0,0.9819819819819819
F_TY,1.0,1.0,1.0,1.0,1.0
F_US,1.0,1.0,1.0,1.0,1.0
F_W,1.0,1.0,1.0,1.0,1.0
F_XX,1.0,1.0,1.0,1.0,1.0
F_YM,0.9913419913419913,0.9925925925925926,0.9925373134328358,1.0,0.9851851851851852
F_AX,1.0,1.0,1.0,1.0,1.0
F_CA,0.9957446808510638,0.9964028776978417,0.996389891696751,1.0,0.9928057553956835
F_DT,0.9914893617021276,0.9924812030075187,0.9924242424242424,1.0,0.9849624060150376
F_UB,1.0,1.0,1.0,1.0,1.0
F_UZ,0.9957446808510638,0.9953703703703703,0.9953488372093023,1.0,0.9907407407407407
F_GS,0.9742489270386266,0.9767441860465116,0.9761904761904763,1.0,0.9534883720930233
F_LX,1.0,1.0,1.0,1.0,1.0
F_SS,1.0,1.0,1.0,1.0,1.0
F_DL,0.9956521739130435,0.9958677685950413,0.995850622406639,1.0,0.9917355371900827
F_ZQ,0.9653679653679653,0.95,0.9473684210526316,1.0,0.9
F_VX,0.9873417721518988,0.9833333333333334,0.983050847457627,1.0,0.9666666666666667
F_AE,1.0,1.0,1.0,1.0,1.0
F_BG,1.0,1.0,1.0,1.0,1.0
F_BC,0.9873417721518988,0.9859813084112149,0.988593155893536,0.9774436090225563,1.0
F_LU,0.9914529914529915,0.9914021164021164,0.9907407407407407,0.9907407407407407,0.9907407407407407
F_DM,0.9829787234042553,0.9806390977443609,0.9858156028368794,0.9788732394366197,0.9928571428571429
F_AH,1.0,1.0,1.0,1.0,1.0
F_CF,0.9956709956709957,0.9957983193277311,0.9955555555555555,0.9911504424778761,1.0
F_DZ,0.9957264957264957,0.996,0.9959839357429718,1.0,0.992
F_FB,0.9957446808510638,0.9958677685950413,0.9956331877729258,0.991304347826087,1.0
F_FL,1.0,1.0,1.0,1.0,1.0
F_FM,0.9826839826839827,0.9822771213748656,0.9849624060150376,0.9849624060150376,0.9849624060150376
F_FP,0.9903846153846154,0.990990990990991,0.9909090909090909,1.0,0.9819819819819819
F_FY,0.9872340425531915,0.9848484848484849,0.989090909090909,0.9784172661870504,1.0
F_GX,0.9957446808510638,0.9950980392156863,0.9962546816479401,0.9925373134328358,1.0
F_HP,0.9826086956521739,0.9832875457875457,0.9809523809523809,0.9716981132075472,0.9903846153846154
F_LR,1.0,1.0,1.0,1.0,1.0
F_LQ,1.0,1.0,1.0,1.0,1.0
F_ND,0.987012987012987,0.9872161227252219,0.9863013698630138,0.9818181818181818,0.9908256880733946
F_NY,0.987012987012987,0.9873182919442763,0.9881422924901185,0.9920634920634921,0.984251968503937
F_PQ,0.9950248756218906,0.9943820224719101,0.9955555555555555,0.9911504424778761,1.0
F_RR,1.0,1.0,1.0,1.0,1.0
F_RF,0.9913419913419913,0.9902912621359223,0.9901960784313726,1.0,0.9805825242718447
F_RP,0.9913419913419913,0.9912948447392222,0.9919354838709677,0.9919354838709677,0.9919354838709677
F_RY,0.9956709956709957,0.996,0.9953051643192489,0.9906542056074766,1.0
F_SH,1.0,1.0,1.0,1.0,1.0
F_SX,0.9956709956709957,0.9963503649635037,0.9963369963369962,1.0,0.9927007299270073
F_TR,1.0,1.0,1.0,1.0,1.0
F_EB,1.0,1.0,1.0,1.0,1.0
F_VF,1.0,1.0,1.0,1.0,1.0
F_VT,0.9607843137254902,0.9600313479623825,0.9655172413793104,0.9655172413793104,0.9655172413793104
F_VW,0.989247311827957,0.9895833333333333,0.989010989010989,0.9782608695652174,1.0
F_GD,0.9861111111111112,0.9853414528055676,0.9876543209876544,0.9836065573770492,0.9917355371900827
F_F,0.9914893617021276,0.9841269841269842,0.9838709677419354,1.0,0.9682539682539683
