future,accuracy,roc,f1,precision,recall
F_NQ,0.9913419913419913,0.9926470588235294,0.9925925925925926,1.0,0.9852941176470589
F_NR,0.9826839826839827,0.983739837398374,0.9834710743801653,1.0,0.967479674796748
F_O,1.0,1.0,1.0,1.0,1.0
F_OJ,0.9567099567099567,0.956140350877193,0.9541284403669724,1.0,0.9122807017543859
F_PA,0.9826839826839827,0.9775280898876404,0.9861111111111112,0.9726027397260274,1.0
F_PL,1.0,1.0,1.0,1.0,1.0
F_RB,0.987012987012987,0.9880952380952381,0.9879518072289156,1.0,0.9761904761904762
F_RU,0.9913419913419913,0.9921259842519685,0.9920634920634921,1.0,0.984251968503937
F_S,0.9956709956709957,0.995575221238938,0.9955555555555555,1.0,0.9911504424778761
F_SB,0.9264069264069265,0.9205607476635513,0.9137055837563453,1.0,0.8411214953271028
F_SF,1.0,1.0,1.0,1.0,1.0
F_SI,0.987012987012987,0.9880952380952381,0.9879518072289156,1.0,0.9761904761904762
F_SM,1.0,1.0,1.0,1.0,1.0
F_TU,0.9913419913419913,0.990990990990991,0.9909090909090909,1.0,0.9819819819819819
F_TY,1.0,1.0,1.0,1.0,1.0
F_US,1.0,1.0,1.0,1.0,1.0
F_W,0.9913419913419913,0.9911504424778761,0.9910714285714286,1.0,0.9823008849557522
F_XX,1.0,1.0,1.0,1.0,1.0
F_YM,1.0,1.0,1.0,1.0,1.0
F_AX,1.0,1.0,1.0,1.0,1.0
F_CA,0.9914893617021276,0.9928057553956835,0.9927536231884058,1.0,0.9856115107913669
F_DT,0.9914893617021276,0.9924812030075187,0.9924242424242424,1.0,0.9849624060150376
F_UB,1.0,1.0,1.0,1.0,1.0
F_UZ,0.9957446808510638,0.9953703703703703,0.9953488372093023,1.0,0.9907407407407407
F_GS,0.9871244635193133,0.9883720930232558,0.988235294117647,1.0,0.9767441860465116
F_LX,1.0,1.0,1.0,1.0,1.0
F_SS,1.0,1.0,1.0,1.0,1.0
F_DL,0.9956521739130435,0.9958677685950413,0.995850622406639,1.0,0.9917355371900827
F_ZQ,0.9653679653679653,0.95,0.9473684210526316,1.0,0.9
F_VX,0.9789029535864979,0.9722222222222222,0.9714285714285714,1.0,0.9444444444444444
F_AE,1.0,1.0,1.0,1.0,1.0
F_BG,1.0,1.0,1.0,1.0,1.0
F_BC,0.9957805907172996,0.9953271028037383,0.9961685823754789,0.9923664122137404,1.0
F_LU,0.9914529914529915,0.9914021164021164,0.9907407407407407,0.9907407407407407,0.9907407407407407
F_DM,0.9872340425531915,0.9859022556390977,0.9893238434163701,0.9858156028368794,0.9928571428571429
F_AH,1.0,1.0,1.0,1.0,1.0
F_CF,0.9913419913419913,0.9915966386554621,0.9911504424778761,0.9824561403508771,1.0
F_DZ,1.0,1.0,1.0,1.0,1.0
F_FB,0.9957446808510638,0.9956140350877193,0.9955947136563876,1.0,0.9912280701754386
F_FL,0.9891304347826086,0.990909090909091,0.9908256880733944,1.0,0.9818181818181818
F_FM,0.9913419913419913,0.9911385606874329,0.9924812030075187,0.9924812030075187,0.9924812030075187
F_FP,0.9951923076923077,0.9954954954954955,0.9954751131221719,1.0,0.990990990990991
F_FY,1.0,1.0,1.0,1.0,1.0
F_GX,0.9914893617021276,0.9901960784313725,0.9925373134328358,0.9851851851851852,1.0
F_HP,0.9869565217391304,0.9872557997557998,0.985645933014354,0.9809523809523809,0.9903846153846154
F_LR,1.0,1.0,1.0,1.0,1.0
F_LQ,1.0,1.0,1.0,1.0,1.0
F_ND,0.987012987012987,0.9872161227252219,0.9863013698630138,0.9818181818181818,0.9908256880733946
F_NY,0.9956709956709957,0.9951923076923077,0.996078431372549,0.9921875,1.0
F_PQ,1.0,1.0,1.0,1.0,1.0
F_RR,1.0,1.0,1.0,1.0,1.0
F_RF,0.974025974025974,0.970873786407767,0.97,1.0,0.941747572815534
F_RP,0.9956709956709957,0.9953271028037383,0.9959839357429718,0.992,1.0
F_RY,0.987012987012987,0.986566037735849,0.9857819905213271,0.9904761904761905,0.9811320754716981
F_SH,1.0,1.0,1.0,1.0,1.0
F_SX,0.9956709956709957,0.9963503649635037,0.9963369963369962,1.0,0.9927007299270073
F_TR,1.0,1.0,1.0,1.0,1.0
F_EB,1.0,1.0,1.0,1.0,1.0
F_VF,1.0,1.0,1.0,1.0,1.0
F_VT,0.9803921568627451,0.9827586206896552,0.9824561403508771,1.0,0.9655172413793104
F_VW,0.989247311827957,0.9895833333333333,0.989010989010989,0.9782608695652174,1.0
F_GD,0.9814814814814815,0.9812092214006091,0.9834710743801653,0.9834710743801653,0.9834710743801653
F_F,0.9914893617021276,0.9841269841269842,0.9838709677419354,1.0,0.9682539682539683
